verb	verb_present	verb_past
disinvolve	disinvolves	disinvolved
disject	disjects	disjected
disjoin	disjoins	disjoined
disjoint	disjoints	disjointed
disk	disks	disked
disleaf	disleafs	disleafed
disleave	disleaves	disleaved
dislike	dislikes	disliked
disliken	dislikens	dislikened
dislimb	dislimbs	dislimbed
dislimn	dislimns	dislimned
dislink	dislinks	dislinked
dislocate	dislocates	dislocated
dislodge	dislodges	dislodged
dismail	dismails	dismailed
disman	dismans	dismanned
dismantle	dismantles	dismantled
dismarch	dismarches	dismarched
dismarry	dismarries	dismarried
dismask	dismasks	dismasked
dismast	dismasts	dismasted
dismay	dismays	dismayed
dismember	dismembers	dismembered
dismembre	dismembres	dismembred
dismiss	dismisses	dismissed
dismortgage	dismortgages	dismortgaged
dismount	dismounts	dismounted
dismutate	dismutates	dismutated
disnaturalize	disnaturalizes	disnaturalized
disneyfy	disneyfies	disneyfied
disobey	disobeys	disobeyed
disoblige	disobliges	disobliged
disorb	disorbs	disorbed
disordain	disordains	disordained
disordre	disordres	disordred
disorganise	disorganises	disorganised
disorganize	disorganizes	disorganized
disorient	disorients	disoriented
disorientate	disorientates	disorientated
disown	disowns	disowned
disoxidate	disoxidates	disoxidated
disoxygenate	disoxygenates	disoxygenated
dispace	dispaces	dispaced
dispair	dispairs	dispaired
dispand	dispands	dispanded
disparage	disparages	disparaged
dispark	disparks	disparked
disparkle	disparkles	disparkled
disparple	disparples	disparpled
dispart	disparts	disparted
dispatch	dispatches	dispatched
dispauper	dispaupers	dispaupered
dispauperize	dispauperizes	dispauperized
dispeed	dispeeds	dispeeded
dispel	dispels	dispelled
dispell	dispells	dispelled
dispence	dispences	dispenced
dispend	dispends	dispended
dispense	dispenses	dispensed
dispeople	dispeoples	dispeopled
disperge	disperges	disperged
disperple	disperples	disperpled
disperse	disperses	dispersed
dispirit	dispirits	dispirited
dispise	dispises	dispised
displace	displaces	displaced
displant	displants	displanted
display	displays	displayed
disple	disples	displed
displease	displeases	displeased
displenish	displenishes	displenished
displode	displodes	disploded
displume	displumes	displumed
dispone	dispones	disponed
disponge	disponges	disponged
dispope	dispopes	dispoped
disport	disports	disported
dispose	disposes	disposed
disposit	disposits	disposited
disposition	dispositions	dispositioned
dispossess	dispossesses	dispossessed
dispost	disposts	disposted
dispraise	dispraises	dispraised
dispread	dispreads	dispreaded
disprefer	disprefers	dispreferred
disprejudice	disprejudices	disprejudiced
disprepare	disprepares	disprepared
disprison	disprisons	disprisoned
disprivilege	disprivileges	disprivileged
disprize	disprizes	disprized
disprofess	disprofesses	disprofessed
disprofit	disprofits	disprofited
disproperty	disproperties	dispropertied
disproportion	disproportions	disproportioned
disproportionate	disproportionates	disproportionated
dispropriate	dispropriates	dispropriated
disprove	disproves	disproved
disprovide	disprovides	disprovided
dispunge	dispunges	dispunged
dispurpose	dispurposes	dispurposed
dispurse	dispurses	dispursed
dispurvey	dispurveys	dispurveyed
dispute	disputes	disputed
disqualify	disqualifies	disqualified
disquantity	disquantities	disquantitied
disquiet	disquiets	disquieted
disquieten	disquietens	disquietened
disrange	disranges	disranged
disrank	disranks	disranked
disrate	disrates	disrated
disray	disrays	disrayed
disrealize	disrealizes	disrealized
disrecommend	disrecommends	disrecommended
disregard	disregards	disregarded
disrelish	disrelishes	disrelished
disremember	disremembers	disremembered
disrepute	disreputes	disreputed
disrespect	disrespects	disrespected
disreverence	disreverences	disreverenced
disrobe	disrobes	disrobed
disroof	disroofs	disroofed
disroot	disroots	disrooted
disrupt	disrupts	disrupted
diss	disses	dissed
dissatisfy	dissatisfies	dissatisfied
dissave	dissaves	dissaved
disseat	disseats	disseated
dissect	dissects	dissected
disseize	disseizes	disseized
dissemble	dissembles	dissembled
disseminate	disseminates	disseminated
dissent	dissents	dissented
dissert	disserts	disserted
dissertate	dissertates	dissertated
disserve	disserves	disserved
dissettle	dissettles	dissettled
dissever	dissevers	dissevered
dissheathe	dissheathes	dissheathed
disship	disships	disshipped
dissimilate	dissimilates	dissimilated
dissimulate	dissimulates	dissimulated
dissimule	dissimules	dissimuled
dissipate	dissipates	dissipated
disslander	disslanders	disslandered
dissocialize	dissocializes	dissocialized
dissociate	dissociates	dissociated
dissolve	dissolves	dissolved
dissonate	dissonates	dissonated
disspirit	disspirits	disspirited
dissuade	dissuades	dissuaded
dissunder	dissunders	dissundered
dissyllabize	dissyllabizes	dissyllabized
distain	distains	distained
distance	distances	distanced
distantiate	distantiates	distantiated
distaste	distastes	distasted
distemper	distempers	distempered
distend	distends	distended
dister	disters	disterred
disthrone	disthrones	disthroned
disthronize	disthronizes	disthronized
distil	distils	distilled
distill	distills	distilled
distinguish	distinguishes	distinguished
distitle	distitles	distitled
distort	distorts	distorted
distract	distracts	distracted
distrain	distrains	distrained
distream	distreams	distreamed
distress	distresses	distressed
distribute	distributes	distributed
district	districts	districted
distrouble	distroubles	distroubled
distrust	distrusts	distrusted
distune	distunes	distuned
disturb	disturbs	disturbed
disturn	disturns	disturned
disunify	disunifies	disunified
disunite	disunites	disunited
disuse	disuses	disused
disutilize	disutilizes	disutilized
disvalue	disvalues	disvalued
disvelop	disvelops	disveloped
disvirgin	disvirgins	disvirgined
disvouch	disvouches	disvouched
diswarn	diswarns	diswarned
diswont	diswonts	diswonted
disworship	disworships	disworshipped
disyoke	disyokes	disyoked
dit	dits	ditted
ditch	ditches	ditched
dite	dites	dited
dither	dithers	dithered
ditto	dittos	dittoed
ditty	ditties	dittied
divagate	divagates	divagated
divaricate	divaricates	divaricated
dive	dives	dived
divebomb	divebombs	divebombed
divel	divels	divelled
divellicate	divellicates	divellicated
diverge	diverges	diverged
diversify	diversifies	diversified
divert	diverts	diverted
divertise	divertises	divertised
divest	divests	divested
divide	divides	divided
divine	divines	divined
divinify	divinifies	divinified
divinise	divinises	divinised
divinize	divinizes	divinized
divisionalize	divisionalizes	divisionalized
divorce	divorces	divorced
divulgate	divulgates	divulgated
divulge	divulges	divulged
divvy	divvies	divvied
dize	dizes	dized
dizen	dizens	dizened
dizz	dizzes	dizzed
dizzy	dizzies	dizzied
dl	dls	dled
do	does	did
doat	doats	doated
dob	dobs	dobbed
dock	docks	docked
docket	dockets	docketed
dockise	dockises	dockised
dockize	dockizes	dockized
docquet	docquets	docqueted
doctor	doctors	doctored
doctorate	doctorates	doctorated
document	documents	documented
dod	dods	dodded
dodd	dodds	dodded
dodder	dodders	doddered
dodge	dodges	dodged
doff	doffs	doffed
dog	dogs	dogged
dogear	dogears	dogeared
dogfight	dogfights	dogfought
dogfood	dogfoods	dogfooded
dogleg	doglegs	doglegged
dogmatize	dogmatizes	dogmatized
dognap	dognaps	dognapped
dogpile	dogpiles	dogpiled
dogsbody	dogsbodies	dogsbodied
dogsit	dogsits	dogsat
dogsled	dogsleds	dogsledded
dogtrot	dogtrots	dogtrotted
dogwhip	dogwhips	dogwhipped
doink	doinks	doinked
dole	doles	doled
doll	dolls	dolled
dollarize	dollarizes	dollarized
dollop	dollops	dolloped
dolly	dollies	dollied
dolt	dolts	dolted
dom	doms	dommed
domesticate	domesticates	domesticated
domesticize	domesticizes	domesticized
domicile	domiciles	domiciled
domiciliate	domiciliates	domiciliated
domify	domifies	domified
dominate	dominates	dominated
domineer	domineers	domineered
domino	dominoes	dominoed
don	dons	donned
donate	donates	donated
dong	dongs	donged
donk	donks	donked
donkeypunch	donkeypunches	donkeypunched
donner	donners	donnered
doodle	doodles	doodled
dook	dooks	dooked
doom	dooms	doomed
doomsay	doomsays	doomsaid
door	doors	doored
doorbell	doorbells	doorbelled
doorknock	doorknocks	doorknocked
doorstep	doorsteps	doorstepped
dop	dops	dopped
dope	dopes	doped
dorkify	dorkifies	dorkified
dorsalize	dorsalizes	dorsalized
dorsiflex	dorsiflexes	dorsiflexed
dort	dorts	dorted
dosado	dosados	dosadoed
dose	doses	dosed
doss	dosses	dossed
dot	dots	dotted
dote	dotes	doted
double	doubles	doubled
doublecheck	doublechecks	doublechecked
doublecross	doublecrosses	doublecrossed
doubletrack	doubletracks	doubletracked
doubt	doubts	doubted
douche	douches	douched
dough	doughs	doughed
douse	douses	doused
doust	dousts	dousted
dout	douts	douted
dovetail	dovetails	dovetailed
dow	dows	dowed
dowdify	dowdifies	dowdified
dowel	dowels	dowelled
dower	dowers	dowered
down	downs	downed
downarg	downargs	downarged
downbear	downbears	downbore
downcase	downcases	downcased
downcast	downcasts	downcast'''
downclimb	downclimbs	downclimbed
downclock	downclocks	downclocked
downcome	downcomes	downcame
downconvert	downconverts	downconverted
downcycle	downcycles	downcycled
downdraw	downdraws	downdrew
downface	downfaces	downfaced
downfall	downfalls	downfell
downfault	downfaults	downfaulted
downgauge	downgauges	downgauged
downgrade	downgrades	downgraded
downlight	downlights	downlighted
downlink	downlinks	downlinked
downlist	downlists	downlisted
download	downloads	downloaded
downmix	downmixes	downmixed
downmodulate	downmodulates	downmodulated
downplay	downplays	downplayed
downpour	downpours	downpoured
downpress	downpresses	downpressed
downrank	downranks	downranked
downrate	downrates	downrated
downregulate	downregulates	downregulated
downrush	downrushes	downrushed
downsample	downsamples	downsampled
downscale	downscales	downscaled
downselect	downselects	downselected
downshift	downshifts	downshifted
downsize	downsizes	downsized
downstroy	downstroys	downstroyed
downtone	downtones	downtoned
downtrod	downtrods	downtrod
downvalue	downvalues	downvalued
downvote	downvotes	downvoted
downweigh	downweighs	downweighed
downzone	downzones	downzoned
dowry	dowries	dowried
dowse	dowses	dowsed
dox	doxes	doxed
doxologize	doxologizes	doxologized
doxx	doxxes	doxxed
doze	dozes	dozed
drab	drabs	drabbed
drabble	drabbles	drabbled
draft	drafts	drafted
drag	drags	dragged
draggle	draggles	draggled
dragnet	dragnets	dragnetted
dragoon	dragoons	dragooned
drail	drails	drailed
drain	drains	drained
dram	drams	drammed
dramatise	dramatises	dramatised
dramatize	dramatizes	dramatized
drape	drapes	draped
drat	drats	dratted
draught	draughts	draughted
draughtproof	draughtproofs	draughtproofed
draw	draws	drew
drawbore	drawbores	drawbored
drawknife	drawknifes	drawknifed
drawl	drawls	drawled
dread	dreads	dreaded
dreadlock	dreadlocks	dreadlocked
dream	dreams	dreamed
dreave	dreaves	dreft
dredge	dredges	dredged
dree	drees	dreed
dreep	dreeps	dreeped
drein	dreins	dreined
drench	drenches	drenched
drenche	drenches	drenched
dress	dresses	dressed
dretch	dretches	dretched
dreul	dreuls	dreuled
dreve	dreves	dreved
drib	dribs	dribbed
dribble	dribbles	dribbled
drift	drifts	drifted
driftnet	driftnets	driftnetted
drill	drills	drilled
drinck	drincks	dranck
drink	drinks	drank
drinkle	drinkles	drinkled
drip	drips	dripped
drite	drites	drate
drive	drives	drove
drivel	drivels	driveled
drizzle	drizzles	drizzled
droil	droils	droiled
droll	drolls	drolled
drone	drones	droned
drool	drools	drooled
droop	droops	drooped
drop	drops	dropped
dropkick	dropkicks	dropkicked
dropship	dropships	dropshipped
dross	drosses	drossed
drove	droves	droved
drown	drowns	drowned
drownd	drownds	drownded
drowse	drowses	drowsed
droyle	droyles	droyled
drub	drubs	drubbed
drudge	drudges	drudged
drug	drugs	drugged
drum	drums	drummed
drumble	drumbles	drumbled
dry	dries	dried
dryclean	drycleans	drycleaned
drydock	drydocks	drydocked
dryfire	dryfires	dryfired
drygulch	drygulches	drygulched
drynurse	drynurses	drynursed
drywall	drywalls	drywalled
dualise	dualises	dualised
dualize	dualizes	dualized
dub	dubs	dubbed
dubitate	dubitates	dubitated
duchess	duchesses	duchessed
duck	ducks	ducked
duckwalk	duckwalks	duckwalked
duct	ducts	ducted
dudder	dudders	duddered
dude	dudes	duded
duel	duels	dueled
duet	duets	dueted
duff	duffs	duffed
duke	dukes	duked
dulce	dulces	dulced
dulcify	dulcifies	dulcified
dulcorate	dulcorates	dulcorated
dull	dulls	dulled
dumb	dumbs	dumbed
dumben	dumbens	dumbened
dumbfound	dumbfounds	dumbfounded
dumbsize	dumbsizes	dumbsized
dumfound	dumfounds	dumfounded
dumfounder	dumfounders	dumfoundered
dummy	dummies	dummied
dump	dumps	dumped
dumple	dumples	dumpled
dun	duns	dunned
dunch	dunches	dunched
duncify	duncifies	duncified
dung	dungs	dunged
dunk	dunks	dunked
dunsh	dunshes	dunshed
dunt	dunts	dunted
dup	dups	dupped
dupe	dupes	duped
duplex	duplexes	duplexed
duplicate	duplicates	duplicated
dure	dures	dured
duress	duresses	duressed
dush	dushes	dushed
dusk	dusks	dusked
dusken	duskens	duskened
dust	dusts	dusted
dwale	dwales	dwaled
dwarf	dwarfs	dwarfed
dwell	dwells	dwelt
dwindle	dwindles	dwindled
dwine	dwines	dwined
dwual	dwuals	dwualed
dyb	dybs	dybbed
dye	dyes	dyed
dynamise	dynamises	dynamised
dynamite	dynamites	dynamited
dynamize	dynamizes	dynamized
dyscrasy	*dyscrasies	dyscrasied
dyslexify	dyslexifies	dyslexified
dysphemize	dysphemizes	dysphemized
dysregulate	dysregulates	dysregulated
dæmonize	dæmonizes	dæmonized
début	débuts	débuted
eBay	eBays	eBayed
eagle	eagles	eagled
ean	eans	eaned
ear	ears	eared
earmark	earmarks	earmarked
earn	earns	earned
earnest	earnests	earnested
earplug	earplugs	earplugged
earth	earths	earthed
earwig	earwigs	earwigged
ease	eases	eased
easternise	easternises	easternised
easternize	easternizes	easternized
easy	easies	easied
eat	eats	ate
eavesdrop	eavesdrops	eavesdropped
ebb	ebbs	ebbed
ebonise	ebonises	ebonised
ebonize	ebonizes	ebonized
ebulliate	ebulliates	ebulliated
eccentricate	eccentricates	eccentricated
ecchymose	ecchymoses	ecchymosed
eche	eches	eched
echelon	echelons	echeloned
echo	echoes	echoed
echolocate	echolocates	echolocated
